Ward_No,WardName,zone_name,year,flood_count,max_rainfall_3day_mm,avg_monsoon_rainfall_mm,drain_density_km_per_km2,depression_area_fraction,mean_slope_percent,impervious_surface_fraction,drain_condition_score,drain_capacity_proxy,mean_elevation_m,area_km2,yamuna_backflow_risk,water_body_fraction,month_sin,month_cos
1,NARELA,Narela,2019,0,5.2,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2019,0,33.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2019,0,29.7,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
1,NARELA,Narela,2020,0,32,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,0.866025404
1,NARELA,Narela,2020,0,7.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,0.5
1,NARELA,Narela,2020,0,17.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1,6.12E-17
1,NARELA,Narela,2020,0,9.1,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,-0.5
1,NARELA,Narela,2020,0,35.2,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,-0.866025404
1,NARELA,Narela,2020,1,156,222.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1.22E-16,-1
1,NARELA,Narela,2020,0,106.3,222.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,-0.866025404
1,NARELA,Narela,2020,0,60.8,222.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,-0.5
1,NARELA,Narela,2020,0,102.9,222.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-1,-1.84E-16
1,NARELA,Narela,2020,0,16.4,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2020,0,30.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2020,0,27.3,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
1,NARELA,Narela,2021,0,21.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,0.866025404
1,NARELA,Narela,2021,0,9.2,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,0.5
1,NARELA,Narela,2021,0,30,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1,6.12E-17
1,NARELA,Narela,2021,0,31.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,-0.5
1,NARELA,Narela,2021,0,24.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,-0.866025404
1,NARELA,Narela,2021,1,181.1,244.2,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1.22E-16,-1
1,NARELA,Narela,2021,1,133.9,244.2,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,-0.866025404
1,NARELA,Narela,2021,1,138.9,244.2,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,-0.5
1,NARELA,Narela,2021,1,122.7,244.2,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-1,-1.84E-16
1,NARELA,Narela,2021,0,5.9,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2021,0,8.8,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2021,0,6.1,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
1,NARELA,Narela,2022,0,16,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,0.866025404
1,NARELA,Narela,2022,0,22.8,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,0.5
1,NARELA,Narela,2022,0,36.8,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1,6.12E-17
1,NARELA,Narela,2022,0,13.7,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,-0.5
1,NARELA,Narela,2022,0,19.4,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,-0.866025404
1,NARELA,Narela,2022,1,178.4,209.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1.22E-16,-1
1,NARELA,Narela,2022,0,88.9,209.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,-0.866025404
1,NARELA,Narela,2022,0,63.1,209.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,-0.5
1,NARELA,Narela,2022,0,99.3,209.1,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-1,-1.84E-16
1,NARELA,Narela,2022,0,10.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2022,0,37.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2022,0,33.3,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
1,NARELA,Narela,2023,0,35.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,0.866025404
1,NARELA,Narela,2023,0,33.1,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,0.5
1,NARELA,Narela,2023,0,11.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1,6.12E-17
1,NARELA,Narela,2023,0,36.2,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,-0.5
1,NARELA,Narela,2023,0,23.9,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,-0.866025404
1,NARELA,Narela,2023,1,187.3,208.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1.22E-16,-1
1,NARELA,Narela,2023,1,202.3,208.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,-0.866025404
1,NARELA,Narela,2023,0,104.1,208.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,-0.5
1,NARELA,Narela,2023,0,68.7,208.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-1,-1.84E-16
1,NARELA,Narela,2023,0,13,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2023,0,19.9,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2023,0,33.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
1,NARELA,Narela,2024,0,5.2,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,0.866025404
1,NARELA,Narela,2024,0,22.9,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,0.5
1,NARELA,Narela,2024,0,19.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1,6.12E-17
1,NARELA,Narela,2024,0,12.8,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,-0.5
1,NARELA,Narela,2024,0,9.2,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,-0.866025404
1,NARELA,Narela,2024,0,107.4,240.5,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1.22E-16,-1
1,NARELA,Narela,2024,2,210.3,240.5,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,-0.866025404
1,NARELA,Narela,2024,0,104.9,240.5,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,-0.5
1,NARELA,Narela,2024,1,138.2,240.5,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-1,-1.84E-16
1,NARELA,Narela,2024,0,29.6,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2024,0,17.7,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2024,0,39,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
1,NARELA,Narela,2025,0,13.8,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,0.866025404
1,NARELA,Narela,2025,0,22.4,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,0.5
1,NARELA,Narela,2025,0,15.5,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1,6.12E-17
1,NARELA,Narela,2025,0,15,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.866025404,-0.5
1,NARELA,Narela,2025,0,6.3,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,0.5,-0.866025404
1,NARELA,Narela,2025,1,153.6,254.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,1.22E-16,-1
1,NARELA,Narela,2025,1,135.5,254.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,-0.866025404
1,NARELA,Narela,2025,0,58.8,254.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,-0.5
1,NARELA,Narela,2025,0,97.4,254.7,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-1,-1.84E-16
1,NARELA,Narela,2025,0,36.8,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.866025404,0.5
1,NARELA,Narela,2025,0,13.4,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-0.5,0.866025404
1,NARELA,Narela,2025,0,10.1,0,2.72,0.144,1.52,0.52,2,35.6,197.6,26.19,0.2,0.106,-2.45E-16,1
2,BANKNER,Narela,2015,0,33.6,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,0.866025404
2,BANKNER,Narela,2015,0,32.9,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,0.5
2,BANKNER,Narela,2015,0,10.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1,6.12E-17
2,BANKNER,Narela,2015,0,22.8,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,-0.5
2,BANKNER,Narela,2015,0,29.4,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,-0.866025404
2,BANKNER,Narela,2015,1,195.9,175.8,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1.22E-16,-1
2,BANKNER,Narela,2015,0,105.4,175.8,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,-0.866025404
2,BANKNER,Narela,2015,0,87.4,175.8,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,-0.5
2,BANKNER,Narela,2015,1,170.9,175.8,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-1,-1.84E-16
2,BANKNER,Narela,2015,0,33.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,0.5
2,BANKNER,Narela,2015,0,17.2,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,0.866025404
2,BANKNER,Narela,2015,0,8.4,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-2.45E-16,1
2,BANKNER,Narela,2016,0,18.9,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,0.866025404
2,BANKNER,Narela,2016,0,23.1,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,0.5
2,BANKNER,Narela,2016,0,34.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1,6.12E-17
2,BANKNER,Narela,2016,0,28.6,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,-0.5
2,BANKNER,Narela,2016,0,30.7,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,-0.866025404
2,BANKNER,Narela,2016,0,85.5,251.7,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1.22E-16,-1
2,BANKNER,Narela,2016,0,142,251.7,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,-0.866025404
2,BANKNER,Narela,2016,0,168.3,251.7,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,-0.5
2,BANKNER,Narela,2016,0,88.9,251.7,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-1,-1.84E-16
2,BANKNER,Narela,2016,0,11.1,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,0.5
2,BANKNER,Narela,2016,0,39.4,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,0.866025404
2,BANKNER,Narela,2016,0,23.1,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-2.45E-16,1
2,BANKNER,Narela,2017,0,39.9,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,0.866025404
2,BANKNER,Narela,2017,0,38.8,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,0.5
2,BANKNER,Narela,2017,0,24.5,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1,6.12E-17
2,BANKNER,Narela,2017,0,35.9,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,-0.5
2,BANKNER,Narela,2017,0,11.6,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,-0.866025404
2,BANKNER,Narela,2017,0,97.4,156.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1.22E-16,-1
2,BANKNER,Narela,2017,0,169.1,156.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,-0.866025404
2,BANKNER,Narela,2017,1,193.9,156.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,-0.5
2,BANKNER,Narela,2017,1,195.6,156.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-1,-1.84E-16
2,BANKNER,Narela,2017,0,19.2,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,0.5
2,BANKNER,Narela,2017,0,36.1,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,0.866025404
2,BANKNER,Narela,2017,0,34.8,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-2.45E-16,1
2,BANKNER,Narela,2018,0,32.5,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,0.866025404
2,BANKNER,Narela,2018,0,28.4,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,0.5
2,BANKNER,Narela,2018,0,25.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1,6.12E-17
2,BANKNER,Narela,2018,0,18,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,-0.5
2,BANKNER,Narela,2018,0,37.9,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,-0.866025404
2,BANKNER,Narela,2018,1,215.5,251,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1.22E-16,-1
2,BANKNER,Narela,2018,0,98.3,251,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,-0.866025404
2,BANKNER,Narela,2018,0,101.9,251,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,-0.5
2,BANKNER,Narela,2018,0,132.6,251,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-1,-1.84E-16
2,BANKNER,Narela,2018,0,20.7,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,0.5
2,BANKNER,Narela,2018,0,39.8,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,0.866025404
2,BANKNER,Narela,2018,0,11.2,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-2.45E-16,1
2,BANKNER,Narela,2019,0,22.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,0.866025404
2,BANKNER,Narela,2019,0,11.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,0.5
2,BANKNER,Narela,2019,0,17.8,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1,6.12E-17
2,BANKNER,Narela,2019,0,31,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,-0.5
2,BANKNER,Narela,2019,0,30.2,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,-0.866025404
2,BANKNER,Narela,2019,0,102.4,122.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1.22E-16,-1
2,BANKNER,Narela,2019,0,142.2,122.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,-0.866025404
2,BANKNER,Narela,2019,0,136.5,122.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,-0.5
2,BANKNER,Narela,2019,0,158.2,122.5,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-1,-1.84E-16
2,BANKNER,Narela,2019,0,13.8,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.866025404,0.5
2,BANKNER,Narela,2019,0,25.6,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-0.5,0.866025404
2,BANKNER,Narela,2019,0,39.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,-2.45E-16,1
2,BANKNER,Narela,2020,0,36.7,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.5,0.866025404
2,BANKNER,Narela,2020,0,20.2,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,0.866025404,0.5
2,BANKNER,Narela,2020,0,17.3,0,2.95,0.148,0.64,0.59,3,77,205.9,24.39,0,0.148,1,6.12E-17
